PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37370692","Delta Radiomic Analysis of Mesorectum to Predict Treatment Response and Prognosis in Locally Advanced Rectal Cancer","Chiloiro G, Cusumano D, Romano A, Boldrini L, Nicolì G, Votta C, Tran HE, Barbaro B, Carano D, Valentini V, Gambacorta MA.","Cancers (Basel). 2023 Jun 7;15(12):3082. doi: 10.3390/cancers15123082.","Chiloiro G","Cancers (Basel)","2023","2023/06/28","PMC10296157","","10.3390/cancers15123082"
"38860401","Development and Validation of a Mortality Risk Score for Repaired Tetralogy of Fallot","Mayourian J, Sleeper LA, Lee JH, Lu M, Geva A, Mulder B, Babu-Narayan SV, Wald RM, Sompolinsky T, Valente AM, Geva T.","J Am Heart Assoc. 2024 Jun 18;13(12):e034871. doi: 10.1161/JAHA.123.034871. Epub 2024 Jun 11.","Mayourian J","J Am Heart Assoc","2024","2024/06/11","PMC11255736","","10.1161/JAHA.123.034871"
"38765885","The predictive value of supervised machine learning models for insomnia symptoms through smartphone usage behavior","Simon L, Terhorst Y, Cohrdes C, Pryss R, Steinmetz L, Elhai JD, Baumeister H.","Sleep Med X. 2024 May 4;7:100114. doi: 10.1016/j.sleepx.2024.100114. eCollection 2024 Dec.","Simon L","Sleep Med X","2024","2024/05/20","PMC11099321","","10.1016/j.sleepx.2024.100114"
"39037718","Development and validation of a novel predictive model for postpancreatectomy hemorrhage using lasso-logistic regression: an international multicenter observational study of 9631 pancreatectomy patients","Duan Y, Du Y, Mu Y, Guan X, He J, Zhang J, Gu Z, Wang C.","Int J Surg. 2025 Jan 1;111(1):791-806. doi: 10.1097/JS9.0000000000001883.","Duan Y","Int J Surg","2025","2024/07/22","PMC11745643","","10.1097/JS9.0000000000001883"
"37257937","Structural under-reporting of informed consent, data handling and sharing, ethical approval, and application of Open Science principles as proxies for study quality conduct in COVID-19 research: a systematic scoping review","Wilmes N, Hendriks CWE, Viets CTA, Cornelissen SJWM, van Mook WNKA, Cox-Brinkman J, Celi LA, Martinez-Martin N, Gichoya JW, Watkins C, Bakhshi-Raiez F, Wynants L, van der Horst ICC, van Bussel BCT.","BMJ Glob Health. 2023 May;8(5):e012007. doi: 10.1136/bmjgh-2023-012007.","Wilmes N","BMJ Glob Health","2023","2023/05/31","PMC10254958","","10.1136/bmjgh-2023-012007"
"39897418","Observational study of sudden cardiac arrest risk (OSCAR): Rationale and design of an electronic health records cohort","Reinier K, Chugh HS, Uy-Evanado A, Heckard E, Mathias M, Bosson N, Calsavara VF, Slomka PJ, Elashoff DA, Bui AAT, Chugh SS.","Int J Cardiol Heart Vasc. 2025 Jan 19;56:101614. doi: 10.1016/j.ijcha.2025.101614. eCollection 2025 Feb.","Reinier K","Int J Cardiol Heart Vasc","2025","2025/02/03","PMC11787554","","10.1016/j.ijcha.2025.101614"
"40106818","Machine Learning-Based Explainable Automated Nonlinear Computation Scoring System for Health Score and an Application for Prediction of Perioperative Stroke: Retrospective Study","Oh MY, Kim HS, Jung YM, Lee HC, Lee SB, Lee SM.","J Med Internet Res. 2025 Mar 19;27:e58021. doi: 10.2196/58021.","Oh MY","J Med Internet Res","2025","2025/03/19","PMC11966079","","10.2196/58021"
"40132846","Tuberculosis-associated respiratory impairment and disability in children, adolescents and adults: protocol for a systematic review and individual participant data meta-analysis","Chiang SS, Romanowski K, Johnston JC, Petiquan A, Lisboa Bastos M, Menzies D, Land SA, Benedetti A, Ahmad Khan F, van der Zalm MM, Campbell JR.","BMJ Open. 2025 Mar 24;15(3):e094118. doi: 10.1136/bmjopen-2024-094118.","Chiang SS","BMJ Open","2025","2025/03/25","PMC11934377","","10.1136/bmjopen-2024-094118"
"35322380","A methodological framework for AI-assisted diagnosis of active aortitis using radiomic analysis of FDG PET-CT images: Initial analysis","Duff L, Scarsbrook AF, Mackie SL, Frood R, Bailey M, Morgan AW, Tsoumpas C.","J Nucl Cardiol. 2022 Dec;29(6):3315-3331. doi: 10.1007/s12350-022-02927-4. Epub 2022 Mar 23.","Duff L","J Nucl Cardiol","2022","2022/03/24","PMC9834376","","10.1007/s12350-022-02927-4"
"34245195","Mapping of the World Health Organization's Disability Assessment Schedule 2.0 to disability weights using the Multi-Country Survey Study on Health and Responsiveness","Lokkerbol J, Wijnen BFM, Chatterji S, Kessler RC, Chisholm D.","Int J Methods Psychiatr Res. 2021 Sep;30(3):e1886. doi: 10.1002/mpr.1886. Epub 2021 Jul 10.","Lokkerbol J","Int J Methods Psychiatr Res","2021","2021/07/10","PMC8412228","","10.1002/mpr.1886"
"36858660","Coronary Obstruction From TAVR in Native Aortic Stenosis: Development and Validation of Multivariate Prediction Model","Khan JM, Kamioka N, Lisko JC, Perdoncin E, Zhang C, Maini A, Chen M, Li Y, Ludwig S, Westermann D, Amat Santos IJ, Kalińczuk Ł, Sinning JM, Kawaguchi T, Fuku Y, Cheema AN, Félix-Oliveira A, Yamamoto M, Kagase A, Codner P, Valle RD, Iyer VS, Kim HS, Lin MS, Maini B, Rodriguez R, Montorfano M, Ancona MB, Tada N, Miyasaka M, Ahmad H, Ruggiero NJ, Torguson R, Ben-Dor I, Shults CC, Weissman G, Lederman RJ, Greenbaum AB, Babaliaros VC, Waksman R, Rogers T.","JACC Cardiovasc Interv. 2023 Feb 27;16(4):415-425. doi: 10.1016/j.jcin.2022.11.018.","Khan JM","JACC Cardiovasc Interv","2023","2023/03/01","PMC9991077","NIHMS1859160","10.1016/j.jcin.2022.11.018"
"40461518","Development and validation of a risk prediction model for kinesiophobia in postoperative lung cancer patients: an interpretable machine learning algorithm study","Li C, Lin Y, Xiao X, Guo X, Fei J, Lu Y, Zhao J, Zhang L.","Sci Rep. 2025 Jun 3;15(1):19412. doi: 10.1038/s41598-025-03575-7.","Li C","Sci Rep","2025","2025/06/03","PMC12134359","","10.1038/s41598-025-03575-7"
"40655219","Development and validation of PRE-FRA (PREdiction of FRAilty risk in community older adults) frailty prediction model","Lin T, Huang X, Wang X, Dai M, Yue J.","Front Public Health. 2025 Jun 27;13:1593668. doi: 10.3389/fpubh.2025.1593668. eCollection 2025.","Lin T","Front Public Health","2025","2025/07/14","PMC12245915","","10.3389/fpubh.2025.1593668"
"39363876","The Value of Topological Radiomics Analysis in Predicting Malignant Risk of Pulmonary Ground-Glass Nodules: A Multi-Center Study","Wang M, Wei Y, Zhu M, Yu H, Guo C, Chen Z, Shi W, Ren J, Zhao W, Yang Z, Chen LA.","Technol Cancer Res Treat. 2024 Jan-Dec;23:15330338241287089. doi: 10.1177/15330338241287089.","Wang M","Technol Cancer Res Treat","2024","2024/10/04","PMC11452904","","10.1177/15330338241287089"
"40630601","Development of a consensus extension of the estimands framework for cluster randomised trials (CRT-estimands): results from an international Delphi study","Kahan BC, Bahti M, Bi D, Bretz F, Collins GS, Copas A, Harhay MO, Li F, Auriemma CL.","medRxiv [Preprint]. 2025 Jul 3:2025.07.03.25330799. doi: 10.1101/2025.07.03.25330799.","Kahan BC","medRxiv","2025","2025/07/09","PMC12236869","","10.1101/2025.07.03.25330799"
"38070890","Risk of atrial fibrillation and association with other diseases: protocol of the derivation and international external validation of a prediction model using nationwide population-based electronic health records","Nadarajah R, Wu J, Arbel R, Haim M, Zahger D, Benita TR, Rokach L, Cowan JC, Gale CP.","BMJ Open. 2023 Dec 9;13(12):e075196. doi: 10.1136/bmjopen-2023-075196.","Nadarajah R","BMJ Open","2023","2023/12/09","PMC10729260","","10.1136/bmjopen-2023-075196"
"38326248","Study protocol for a prediction model for mild cognitive impairment in older adults with diabetes mellitus and construction of a nurse-led screening system: a prospective observational study","Miao W, Lu Y, Xv H, Zheng C, Yang W, Qian X, Chen J, Geng G.","BMJ Open. 2024 Feb 7;14(2):e075466. doi: 10.1136/bmjopen-2023-075466.","Miao W","BMJ Open","2024","2024/02/07","PMC10860066","","10.1136/bmjopen-2023-075466"
"33686535","Development of a model to predict the probability of incurring a complication during spine surgery","Zehnder P, Held U, Pigott T, Luca A, Loibl M, Reitmeir R, Fekete T, Haschtmann D, Mannion AF.","Eur Spine J. 2021 May;30(5):1337-1354. doi: 10.1007/s00586-021-06777-5. Epub 2021 Mar 9.","Zehnder P","Eur Spine J","2021","2021/03/09","","","10.1007/s00586-021-06777-5"
"35354660","External validation of the GRACE risk score and the risk-treatment paradox in patients with acute coronary syndrome","van der Sangen NMR, Azzahhafi J, Chan Pin Yin DRPP, Peper J, Rayhi S, Walhout RJ, Tjon Joe Gin M, Nicastia DM, Langerveld J, Vlachojannis GJ, van Bommel RJ, Appelman Y, Henriques JPS, Ten Berg JM, Kikkert WJ.","Open Heart. 2022 Mar;9(1):e001984. doi: 10.1136/openhrt-2022-001984.","van der Sangen NMR","Open Heart","2022","2022/03/31","PMC8969003","","10.1136/openhrt-2022-001984"
"35158890","Advances in and the Applicability of Machine Learning-Based Screening and Early Detection Approaches for Cancer: A Primer","Benning L, Peintner A, Peintner L.","Cancers (Basel). 2022 Jan 26;14(3):623. doi: 10.3390/cancers14030623.","Benning L","Cancers (Basel)","2022","2022/02/15","PMC8833439","","10.3390/cancers14030623"
"35158921","Magnetic Resonance Imaging-Based Radiomics for the Prediction of Progression-Free Survival in Patients with Nasopharyngeal Carcinoma: A Systematic Review and Meta-Analysis","Lee S, Choi Y, Seo MK, Jang J, Shin NY, Ahn KJ, Kim BS.","Cancers (Basel). 2022 Jan 27;14(3):653. doi: 10.3390/cancers14030653.","Lee S","Cancers (Basel)","2022","2022/02/15","PMC8833585","","10.3390/cancers14030653"
"34869626","Development and Validation of a Prediction Model for Acute Kidney Injury Among Patients With Acute Decompensated Heart Failure","Wang L, Zhao YT.","Front Cardiovasc Med. 2021 Nov 15;8:719307. doi: 10.3389/fcvm.2021.719307. eCollection 2021.","Wang L","Front Cardiovasc Med","2021","2021/12/06","PMC8634389","","10.3389/fcvm.2021.719307"
"32042812","In-depth mining of clinical data: the construction of clinical prediction model with R","Zhou ZR, Wang WW, Li Y, Jin KR, Wang XY, Wang ZW, Chen YS, Wang SJ, Hu J, Zhang HN, Huang P, Zhao GZ, Chen XX, Li B, Zhang TS.","Ann Transl Med. 2019 Dec;7(23):796. doi: 10.21037/atm.2019.08.63.","Zhou ZR","Ann Transl Med","2019","2020/02/12","PMC6989986","","10.21037/atm.2019.08.63"
"34285708","Clinical Feature-Based Machine Learning Model for 1-Year Mortality Risk Prediction of ST-Segment Elevation Myocardial Infarction in Patients with Hyperuricemia: A Retrospective Study","Bai Z, Lu J, Li T, Ma Y, Liu Z, Zhao R, Wang Z, Shi B.","Comput Math Methods Med. 2021 Jul 5;2021:7252280. doi: 10.1155/2021/7252280. eCollection 2021.","Bai Z","Comput Math Methods Med","2021","2021/07/21","PMC8275420","","10.1155/2021/7252280"
"34420921","Using a Convolutional Neural Network to Predict Remission of Diabetes After Gastric Bypass Surgery: Machine Learning Study From the Scandinavian Obesity Surgery Register","Cao Y, Näslund I, Näslund E, Ottosson J, Montgomery S, Stenberg E.","JMIR Med Inform. 2021 Aug 19;9(8):e25612. doi: 10.2196/25612.","Cao Y","JMIR Med Inform","2021","2021/08/23","PMC8414302","","10.2196/25612"
"34235453","Generalization in Clinical Prediction Models: The Blessing and Curse of Measurement Indicator Variables","Futoma J, Simons M, Doshi-Velez F, Kamaleswaran R.","Crit Care Explor. 2021 Jun 25;3(7):e0453. doi: 10.1097/CCE.0000000000000453. eCollection 2021 Jul.","Futoma J","Crit Care Explor","2021","2021/07/08","PMC8238368","","10.1097/CCE.0000000000000453"
"38904472","Nomogram for predicting 5-year metabolic dysfunction-associated steatotic liver disease risk: retrospective cohort study","Gao L, Cui W, Mu D, Li S, Li N, Zhou W, Hu Y.","Endocr Connect. 2024 Jul 13;13(8):e240186. doi: 10.1530/EC-24-0186. Print 2024 Aug 1.","Gao L","Endocr Connect","2024","2024/06/21","PMC11301545","","10.1530/EC-24-0186"
"36997245","Temporal validation of a multivariable surgical mortality prediction model (NZRisk): a New Zealand national cohort study","Boyle L, Seretny M, Lumley T, Campbell D.","BMJ Open. 2023 Mar 30;13(3):e069911. doi: 10.1136/bmjopen-2022-069911.","Boyle L","BMJ Open","2023","2023/03/30","PMC10069599","","10.1136/bmjopen-2022-069911"
"37130686","Association between triglyceride glucose-related markers and the risk of metabolic-associated fatty liver disease: a cross-sectional study in healthy Chinese participants","Chang M, Shao Z, Shen G.","BMJ Open. 2023 May 2;13(5):e070189. doi: 10.1136/bmjopen-2022-070189.","Chang M","BMJ Open","2023","2023/05/02","PMC10163481","","10.1136/bmjopen-2022-070189"
"39556251","Deriving and validating a risk prediction model for long COVID: a population-based, retrospective cohort study in Scotland","Jeffrey K, Hammersley V, Maini R, Crawford A, Woolford L, Batchelor A, Weatherill D, White C, Millington T, Kerr R, Basetti S, Macdonald C, Quint JK, Kerr S, Shah SA, Kurdi A, Simpson CR, Katikireddi SV, Rudan I, Robertson C, Ritchie L, Sheikh A, Daines L.","J R Soc Med. 2024 Dec;117(12):402-414. doi: 10.1177/01410768241297833. Epub 2024 Nov 18.","Jeffrey K","J R Soc Med","2024","2024/11/18","PMC11574934","","10.1177/01410768241297833"
"39957974","Prognostic Models of Mortality Following First-Ever Acute Ischemic Stroke: A Population-Based Retrospective Cohort Study","Mohammed M, Zainal H, Ong SC, Tangiisuran B, Aziz FA, Sidek NN, Sha'aban A, Ibrahim UI, Muhammad S, Looi I, Aziz ZA.","Health Sci Rep. 2025 Feb 13;8(2):e70445. doi: 10.1002/hsr2.70445. eCollection 2025 Feb.","Mohammed M","Health Sci Rep","2025","2025/02/17","PMC11825595","","10.1002/hsr2.70445"
"39119968","Prediction for Perioperative Stroke Using Intraoperative Parameters","Oh MY, Jung YM, Kim WP, Lee HC, Kim TK, Ko SB, Lim J, Lee SM.","J Am Heart Assoc. 2024 Aug 20;13(16):e032216. doi: 10.1161/JAHA.123.032216. Epub 2024 Aug 9.","Oh MY","J Am Heart Assoc","2024","2024/08/09","PMC11963952","","10.1161/JAHA.123.032216"
"40329100","Precision fracture risk assessment: leveraging genomic and clinical data for personalized care","Wu Q, Jung J.","Osteoporos Int. 2025 Jun;36(6):1099-1100. doi: 10.1007/s00198-025-07517-x. Epub 2025 May 6.","Wu Q","Osteoporos Int","2025","2025/05/06","","","10.1007/s00198-025-07517-x"
"40439500","Prediction Model and Nomogram for Amyloid Positivity Using Clinical and MRI Features in Individuals With Subjective Cognitive Decline","Li Q, Cui L, Guan Y, Li Y, Xie F, Guo Q.","Hum Brain Mapp. 2025 Jun 1;46(8):e70238. doi: 10.1002/hbm.70238.","Li Q","Hum Brain Mapp","2025","2025/05/29","PMC12121204","","10.1002/hbm.70238"
"40103563","Comparing the Effectiveness of Artificial Intelligence Models in Predicting Ovarian Cancer Survival: A Systematic Review","Asadi F, Rahimi M, Ramezanghorbani N, Almasi S.","Cancer Rep (Hoboken). 2025 Mar;8(3):e70138. doi: 10.1002/cnr2.70138.","Asadi F","Cancer Rep (Hoboken)","2025","2025/03/19","PMC11920737","","10.1002/cnr2.70138"
"40739591","Retinal parameter analysis and diagnostic potentail exploration in familial exudative vitreoretinopathy using ultra-widefield fundus photography","Li J, Zhang S, Qi X, Wang C, Zhang W, Li R, Sun C, Liu K, Li X, Zhuang W.","Int J Retina Vitreous. 2025 Jul 30;11(1):87. doi: 10.1186/s40942-025-00716-y.","Li J","Int J Retina Vitreous","2025","2025/07/31","PMC12312263","","10.1186/s40942-025-00716-y"
"39052668","Machine-learning-based prediction of disability progression in multiple sclerosis: An observational, international, multi-center study","De Brouwer E, Becker T, Werthen-Brabants L, Dewulf P, Iliadis D, Dekeyser C, Laureys G, Van Wijmeersch B, Popescu V, Dhaene T, Deschrijver D, Waegeman W, De Baets B, Stock M, Horakova D, Patti F, Izquierdo G, Eichau S, Girard M, Prat A, Lugaresi A, Grammond P, Kalincik T, Alroughani R, Grand'Maison F, Skibina O, Terzi M, Lechner-Scott J, Gerlach O, Khoury SJ, Cartechini E, Van Pesch V, Sà MJ, Weinstock-Guttman B, Blanco Y, Ampapa R, Spitaleri D, Solaro C, Maimone D, Soysal A, Iuliano G, Gouider R, Castillo-Triviño T, Sánchez-Menoyo JL, Laureys G, van der Walt A, Oh J, Aguera-Morales E, Altintas A, Al-Asmi A, de Gans K, Fragoso Y, Csepany T, Hodgkinson S, Deri N, Al-Harbi T, Taylor B, Gray O, Lalive P, Rozsa C, McGuigan C, Kermode A, Sempere AP, Mihaela S, Simo M, Hardy T, Decoo D, Hughes S, Grigoriadis N, Sas A, Vella N, Moreau Y, Peeters L.","PLOS Digit Health. 2024 Jul 25;3(7):e0000533. doi: 10.1371/journal.pdig.0000533. eCollection 2024 Jul.","De Brouwer E","PLOS Digit Health","2024","2024/07/25","PMC11271865","","10.1371/journal.pdig.0000533"
"35220286","Scoring systems for the management of oncological hepato-pancreato-biliary patients","Coombs AW, Jordan C, Hussain SA, Ghandour O.","Ann Hepatobiliary Pancreat Surg. 2022 Feb 28;26(1):17-30. doi: 10.14701/ahbps.21-113.","Coombs AW","Ann Hepatobiliary Pancreat Surg","2022","2022/02/27","PMC8901986","","10.14701/ahbps.21-113"
"36854586","Validating a clinical laboratory parameter-based deisolation algorithm for patients with COVID-19 in the intensive care unit using viability PCR: the CoLaIC multicentre cohort study protocol","Schoenmakers T, van Bussel BCT, Gorissen SHM, van Loo IHM, van Rosmalen F, Verboeket-van de Venne WPHG, Wolffs PFG, van Mook WNKA, Leers MPG; CoLaIC-consortium; CoLaICconsortium.","BMJ Open. 2023 Feb 28;13(2):e069455. doi: 10.1136/bmjopen-2022-069455.","Schoenmakers T","BMJ Open","2023","2023/02/28","PMC9979582","","10.1136/bmjopen-2022-069455"
"35592460","12 Plagues of AI in Healthcare: A Practical Guide to Current Issues With Using Machine Learning in a Medical Context","Doyen S, Dadario NB.","Front Digit Health. 2022 May 3;4:765406. doi: 10.3389/fdgth.2022.765406. eCollection 2022.","Doyen S","Front Digit Health","2022","2022/05/20","PMC9110785","","10.3389/fdgth.2022.765406"
"37769352","The Vienna Prediction Model for identifying patients at low risk of recurrent venous thromboembolism: a prospective cohort study","Kyrle PA, Eischer L, Šinkovec H, Gressenberger P, Gary T, Brodmann M, Heinze G, Eichinger S.","Eur Heart J. 2024 Jan 1;45(1):45-53. doi: 10.1093/eurheartj/ehad618.","Kyrle PA","Eur Heart J","2024","2023/09/28","PMC10757868","","10.1093/eurheartj/ehad618"
"35844202","Psychosocial markers of age at onset in bipolar disorder: a machine learning approach","Bolton S, Joyce DW, Gordon-Smith K, Jones L, Jones I, Geddes J, Saunders KEA.","BJPsych Open. 2022 Jul 18;8(4):e133. doi: 10.1192/bjo.2022.536.","Bolton S","BJPsych Open","2022","2022/07/18","PMC9344222","","10.1192/bjo.2022.536"
"33625369","A Risk Prediction Model Based on Machine Learning for Cognitive Impairment Among Chinese Community-Dwelling Elderly People With Normal Cognition: Development and Validation Study","Hu M, Shu X, Yu G, Wu X, Välimäki M, Feng H.","J Med Internet Res. 2021 Feb 24;23(2):e20298. doi: 10.2196/20298.","Hu M","J Med Internet Res","2021","2021/02/24","PMC7946590","","10.2196/20298"
"39650554","Predicting epidermal growth factor receptor (EGFR) mutation status in non-small cell lung cancer (NSCLC) patients through logistic regression: a model incorporating clinical characteristics, computed tomography (CT) imaging features, and tumor marker levels","Hao J, Liu M, Zhou Z, Zhao C, Dai L, Ouyang S.","PeerJ. 2024 Dec 3;12:e18618. doi: 10.7717/peerj.18618. eCollection 2024.","Hao J","PeerJ","2024","2024/12/09","PMC11623057","","10.7717/peerj.18618"
"39669929","Predictability of indicators in local activation time mapping of ablation success for premature ventricular contractions","Nagase T, Kikuchi T, Akai S, Himeno M, Ooyama R, Yoshida Y, Yoshino C, Nishida T, Tanaka T, Ishino M, Kato R, Kuwada M.","J Arrhythm. 2024 Oct 14;40(6):1432-1441. doi: 10.1002/joa3.13148. eCollection 2024 Dec.","Nagase T","J Arrhythm","2024","2024/12/13","PMC11632277","","10.1002/joa3.13148"
"39620578","Development and Validation of a Survival Prediction Model for Patients With Pancreatic Cancer","James PD, Almousawi F, Salim M, Khan R, Tanuseputro P, Hsu AT, Coburn N, Alabdulkarim B, Talarico R, Gayowsky A, Webber C, Seow H, Sutradhar R.","Clin Transl Gastroenterol. 2025 Jan 1;16(1):e00774. doi: 10.14309/ctg.0000000000000774.","James PD","Clin Transl Gastroenterol","2025","2024/12/02","PMC11756872","","10.14309/ctg.0000000000000774"
"32078490","Recommendations for Clinical Trials in ICH: The Second Hemorrhagic Stroke Academia Industry Roundtable","Hemorrhagic Stroke Academia Industry (HEADS) Roundtable Participants; Second HEADS Roundtable Participants.","Stroke. 2020 Apr;51(4):1333-1338. doi: 10.1161/STROKEAHA.119.027882. Epub 2020 Feb 10.","Hemorrhagic Stroke Academia Industry (HEADS) Roundtable Participants","Stroke","2020","2020/02/21","PMC7093252","NIHMS1550162","10.1161/STROKEAHA.119.027882"
"37909364","Predictive modelling of brain disorders with magnetic resonance imaging: A systematic review of modelling practices, transparency, and interpretability in the use of convolutional neural networks","O'Connell S, Cannon DM, Broin PÓ.","Hum Brain Mapp. 2023 Dec 15;44(18):6561-6574. doi: 10.1002/hbm.26521. Epub 2023 Nov 1.","O'Connell S","Hum Brain Mapp","2023","2023/11/01","PMC10681646","","10.1002/hbm.26521"
"40018546","Development of prediction models of COVID-19 vaccine uptake among Lebanese and Syrians in a district of Beirut, Lebanon: a population-based study","Ragi ME, Ghattas H, Shamas H, DeJong J, Melhem NM, McCall SJ; CAEP Study Group.","BMJ Public Health. 2024 Oct 9;2(2):e001240. doi: 10.1136/bmjph-2024-001240. eCollection 2024 Dec.","Ragi ME","BMJ Public Health","2024","2025/02/28","PMC11816316","","10.1136/bmjph-2024-001240"
"40721261","Risk prediction models for delayed gastric emptying in patients after pancreaticoduodenectomy: a systematic review and meta-analysis","Li J, Huang L, Gu Z.","BMJ Open. 2025 Jul 28;15(7):e099350. doi: 10.1136/bmjopen-2025-099350.","Li J","BMJ Open","2025","2025/07/28","PMC12306207","","10.1136/bmjopen-2025-099350"
"36277791","Development of a complete blood count with differential-based prediction model for in-hospital mortality among patients with acute myocardial infarction in the coronary care unit","Wang Y, Li C, Yuan M, Ren B, Liu C, Zheng J, Lin Z, Ren F, Gao D.","Front Cardiovasc Med. 2022 Oct 5;9:1001356. doi: 10.3389/fcvm.2022.1001356. eCollection 2022.","Wang Y","Front Cardiovasc Med","2022","2022/10/24","PMC9581274","","10.3389/fcvm.2022.1001356"
"33003533","Comparison of the Tree-Based Machine Learning Algorithms to Cox Regression in Predicting the Survival of Oral and Pharyngeal Cancers: Analyses Based on SEER Database","Du M, Haag DG, Lynch JW, Mittinty MN.","Cancers (Basel). 2020 Sep 29;12(10):2802. doi: 10.3390/cancers12102802.","Du M","Cancers (Basel)","2020","2020/10/02","PMC7600270","","10.3390/cancers12102802"
"33877322","Invited Commentary: New Directions in Machine Learning Analyses of Administrative Data to Prevent Suicide-Related Behaviors","Bossarte RM, Kennedy CJ, Luedtke A, Nock MK, Smoller JW, Stokes C, Kessler RC.","Am J Epidemiol. 2021 Dec 1;190(12):2528-2533. doi: 10.1093/aje/kwab111.","Bossarte RM","Am J Epidemiol","2021","2021/04/20","PMC8796802","","10.1093/aje/kwab111"
