PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
39773121,Molecularly redefining small bowel adenocarcinoma to accelerate precision patient care - protocol of a multicenter observational cohort biomarker study,"Døssing RH, Broman JJA, O'Rourke CJ, Tabaksblat EM, Andersen JB, Hansen CP, Poulsen TS, Høgdall EVS, Schou JHV, Høgdall D.",BMC Cancer. 2025 Jan 7;25(1):22. doi: 10.1186/s12885-024-13369-1.,Døssing RH,BMC Cancer,2025,2025/01/08,PMC11707884,,10.1186/s12885-024-13369-1
39898344,Equations for Predicting the 10-Year Risk of Atherosclerotic Cardiovascular Disease in Population With Obesity,"Zhou Y, Liu M, Chen Z, Cai X, He L, Lei J, Huang R, Zhang S, Huang Y, Xiong Z, Wang P, Xu X, Xu X, Lai Y, Li M, Lin Y, Xie P, Zhuang X, Guo Y, Liao X.",JACC Adv. 2025 Jan 15;4(2):101542. doi: 10.1016/j.jacadv.2024.101542. eCollection 2025 Feb.,Zhou Y,JACC Adv,2025,2025/02/03,PMC11786660,,10.1016/j.jacadv.2024.101542
36028750,External validation of the hospital frailty risk score among older adults receiving mechanical ventilation,"Sy E, Kassir S, Mailman JF, Sy SL.",Sci Rep. 2022 Aug 26;12(1):14621. doi: 10.1038/s41598-022-18970-7.,Sy E,Sci Rep,2022,2022/08/26,PMC9418158,,10.1038/s41598-022-18970-7
36419010,Priorities for successful use of artificial intelligence by public health organizations: a literature review,"Fisher S, Rosella LC.",BMC Public Health. 2022 Nov 22;22(1):2146. doi: 10.1186/s12889-022-14422-z.,Fisher S,BMC Public Health,2022,2022/11/24,PMC9682716,,10.1186/s12889-022-14422-z
39349551,Proof of concept study on early forecasting of antimicrobial resistance in hospitalized patients using machine learning and simple bacterial ecology data,"Urena R, Camiade S, Baalla Y, Piarroux M, Vouriot L, Halfon P, Gaudart J, Dufour JC, Rebaudet S.",Sci Rep. 2024 Sep 30;14(1):22683. doi: 10.1038/s41598-024-71757-w.,Urena R,Sci Rep,2024,2024/09/30,PMC11442581,,10.1038/s41598-024-71757-w
37891995,"Procalcitonin and Risk Prediction for Diagnosing Bacteremia in Hospitalized Patients: A Retrospective, National Observational Study","Timbrook TT, Garner CD, Hueth KD, Capraro GA, Zimmer L, Dwivedi HP.",Diagnostics (Basel). 2023 Oct 11;13(20):3174. doi: 10.3390/diagnostics13203174.,Timbrook TT,Diagnostics (Basel),2023,2023/10/28,PMC10605738,,10.3390/diagnostics13203174
33145918,Validation of the D:A:D chronic kidney disease risk score in people living with HIV: the IeDEA West Africa Cohort Collaboration,"Poda A, Kabore NF, Malateste K, De Rekeneire N, Semde A, Bikinga Y, Patassi A, Chenal H, Messou E, Dabis F, Ekouevi DK, Jaquet A, Cournil A.",HIV Med. 2021 Feb;22(2):113-121. doi: 10.1111/hiv.12982. Epub 2020 Nov 3.,Poda A,HIV Med,2021,2020/11/04,PMC8593822,NIHMS1751865,10.1111/hiv.12982
39157428,"Causes, outcomes and diagnosis of acute breathlessness hospital admissions in Malawi: protocol for a multicentre prospective cohort study","Spencer SA, Malowa F, McCarty D, Joekes E, Phulusa J, Chinoko B, Kaimba S, Keyala L, Mandala P, Mkandawire M, Mlongoti M, Mnesa B, Mukatipa A, Mijumbi R, Nyirenda M, Sawe HR, Henrion M, Augustine DX, Oxborough D, Worrall E, Limbani F, Dark P, Gordon SB, Rylance J, Morton B; Collaborators.",Wellcome Open Res. 2024 Apr 17;9:205. doi: 10.12688/wellcomeopenres.21041.1. eCollection 2024.,Spencer SA,Wellcome Open Res,2024,2024/08/19,PMC11327656,,10.12688/wellcomeopenres.21041.1
26457641,Prognostic Factors for Poor Cognitive Development in Children Born Very Preterm or With Very Low Birth Weight: A Systematic Review,"Linsell L, Malouf R, Morris J, Kurinczuk JJ, Marlow N.",JAMA Pediatr. 2015 Dec;169(12):1162-72. doi: 10.1001/jamapediatrics.2015.2175.,Linsell L,JAMA Pediatr,2015,2015/10/13,PMC5122448,EMS67399,10.1001/jamapediatrics.2015.2175
39302700,Survival prediction in sigmoid colon cancer patients with liver metastasis: a prospective cohort study,"Shao S, Tian D, Li M, Wu S, Zhang D.",JNCI Cancer Spectr. 2024 Sep 2;8(5):pkae080. doi: 10.1093/jncics/pkae080.,Shao S,JNCI Cancer Spectr,2024,2024/09/20,PMC11476935,,10.1093/jncics/pkae080
39314817,Clinical decision support systems for 3-month mortality in elderly patients admitted to ICU with ischemic stroke using interpretable machine learning,"Huang J, Liu X, Jin W.",Digit Health. 2024 Sep 17;10:20552076241280126. doi: 10.1177/20552076241280126. eCollection 2024 Jan-Dec.,Huang J,Digit Health,2024,2024/09/24,PMC11418257,,10.1177/20552076241280126
36125062,A prediction model for nonpersistence or nonadherence to direct oral anticoagulants in hospitalized patients with atrial fibrillation,"Wirbka L, Ruff C, Haefeli WE, Meid AD.",J Manag Care Spec Pharm. 2022 Oct;28(10):1161-1172. doi: 10.18553/jmcp.2022.28.10.1161.,Wirbka L,J Manag Care Spec Pharm,2022,2022/09/20,PMC10373020,,10.18553/jmcp.2022.28.10.1161
31806472,The Effects of Escalation of Respiratory Support and Prolonged Invasive Ventilation on Outcomes of Cardiac Surgical Patients: A Retrospective Cohort Study,"Zochios V, Chandan JS, Schultz MJ, Morris AC, Parhar KK, Giménez-Milà M, Gerrard C, Vuylsteke A, Klein AA.",J Cardiothorac Vasc Anesth. 2020 May;34(5):1226-1234. doi: 10.1053/j.jvca.2019.10.052. Epub 2019 Nov 8.,Zochios V,J Cardiothorac Vasc Anesth,2020,2019/12/07,PMC7144337,,10.1053/j.jvca.2019.10.052
35833107,The ABC-Stroke Score Refines Stroke Risk Stratification in Patients With Atrial Fibrillation at the Emergency Department,"Niederdöckl J, Oppenauer J, Schnaubelt S, Cacioppo F, Buchtele N, Warenits AM, Laggner R, Schütz N, Bögl MS, Ruzicka G, Gupta S, Lutnik M, Sheikh Rezaei S, Wolzt M, Herkner H, Domanovits H, Laggner AN, Schwameis M, Hijazi Z.",Front Med (Lausanne). 2022 Jun 27;9:830580. doi: 10.3389/fmed.2022.830580. eCollection 2022.,Niederdöckl J,Front Med (Lausanne),2022,2022/07/14,PMC9271836,,10.3389/fmed.2022.830580
37784165,An enhanced version of FREM (Fracture Risk Evaluation Model) using national administrative health data: analysis protocol for development and validation of a multivariable prediction model,"Kristensen SB, Clausen A, Skjødt MK, Søndergaard J, Abrahamsen B, Möller S, Rubin KH.",Diagn Progn Res. 2023 Oct 3;7(1):19. doi: 10.1186/s41512-023-00158-w.,Kristensen SB,Diagn Progn Res,2023,2023/10/02,PMC10546772,,10.1186/s41512-023-00158-w
37744030,A model based on electronic health records to predict transfusion events in on-pump cardiac surgery,"Chen DX, Wang YS, Yan M, Du L, Li Q.",iScience. 2023 Sep 1;26(10):107798. doi: 10.1016/j.isci.2023.107798. eCollection 2023 Oct 20.,Chen DX,iScience,2023,2023/09/25,PMC10514444,,10.1016/j.isci.2023.107798
32530761,Improved Risk Prediction Calculator for Sentinel Node Positivity in Patients With Melanoma: The Melanoma Institute Australia Nomogram,"Lo SN, Ma J, Scolyer RA, Haydu LE, Stretch JR, Saw RPM, Nieweg OE, Shannon KF, Spillane AJ, Ch'ng S, Mann GJ, Gershenwald JE, Thompson JF, Varey AHR.",J Clin Oncol. 2020 Aug 20;38(24):2719-2727. doi: 10.1200/JCO.19.02362. Epub 2020 Jun 12.,Lo SN,J Clin Oncol,2020,2020/06/13,PMC7430218,,10.1200/JCO.19.02362
39834512,Prediction of Distant Metastasis of Renal Cell Carcinoma Based on Interpretable Machine Learning: A Multicenter Retrospective Study,"Dong J, Duan M, Liu X, Li H, Zhang Y, Zhang T, Fu C, Yu J, Hu W, Peng S.",J Multidiscip Healthc. 2025 Jan 16;18:195-207. doi: 10.2147/JMDH.S480747. eCollection 2025.,Dong J,J Multidiscip Healthc,2025,2025/01/21,PMC11745054,,10.2147/JMDH.S480747
27008685,Impact analysis studies of clinical prediction rules relevant to primary care: a systematic review,"Wallace E, Uijen MJ, Clyne B, Zarabzadeh A, Keogh C, Galvin R, Smith SM, Fahey T.",BMJ Open. 2016 Mar 15;6(3):e009957. doi: 10.1136/bmjopen-2015-009957.,Wallace E,BMJ Open,2016,2016/03/24,PMC4800123,,10.1136/bmjopen-2015-009957
27340785,Possible contribution of IMRT in postoperative radiochemotherapy for rectal cancer: analysis on 1798 patients by prediction model,"Liu WY, Dinapoli N, Wang X, Meldolesi E, Gambacorta MA, Chiloiro G, Ren H, Fang H, Lu NN, Tang Y, Deng L, Wang JY, Jing H, Xiao Q, Feng YR, Li YX, Wang SL, Song YW, Liu YP, Wang WH, Valentini V, Jin J.",Oncotarget. 2016 Jul 19;7(29):46536-46544. doi: 10.18632/oncotarget.10228.,Liu WY,Oncotarget,2016,2016/06/25,PMC5216815,,10.18632/oncotarget.10228
32991699,"Training Load and Its Role in Injury Prevention, Part 2: Conceptual and Methodologic Pitfalls","Impellizzeri FM, McCall A, Ward P, Bornn L, Coutts AJ.",J Athl Train. 2020 Sep 1;55(9):893-901. doi: 10.4085/1062-6050-501-19.,Impellizzeri FM,J Athl Train,2020,2020/09/29,PMC7534938,,10.4085/1062-6050-501-19
32667760,Can Machine-learning Algorithms Predict Early Revision TKA in the Danish Knee Arthroplasty Registry?,"El-Galaly A, Grazal C, Kappel A, Nielsen PT, Jensen SL, Forsberg JA.",Clin Orthop Relat Res. 2020 Sep;478(9):2088-2101. doi: 10.1097/CORR.0000000000001343.,El-Galaly A,Clin Orthop Relat Res,2020,2020/07/16,PMC7431253,,10.1097/CORR.0000000000001343
36812570,Predictability and stability testing to assess clinical decision instrument performance for children after blunt torso trauma,"Kornblith AE, Singh C, Devlin G, Addo N, Streck CJ, Holmes JF, Kuppermann N, Grupp-Phelan J, Fineman J, Butte AJ, Yu B.",PLOS Digit Health. 2022 Aug 8;1(8):e0000076. doi: 10.1371/journal.pdig.0000076. eCollection 2022 Aug.,Kornblith AE,PLOS Digit Health,2022,2023/02/22,PMC9931266,,10.1371/journal.pdig.0000076
35151231,A Comparison of Methods to Detect Changes in Prediction Models,"Schnellinger EM, Yang W, Harhay MO, Kimmel SE.",Methods Inf Med. 2022 May;61(1-02):19-28. doi: 10.1055/s-0042-1742672. Epub 2022 Feb 12.,Schnellinger EM,Methods Inf Med,2022,2022/02/12,PMC10413959,NIHMS1887521,10.1055/s-0042-1742672
35805022,Circulating Protein Biomarkers for Prognostic Use in Patients with Advanced Pancreatic Ductal Adenocarcinoma Undergoing Chemotherapy,"Lindgaard SC, Maag E, Sztupinszki Z, Chen IM, Johansen AZ, Jensen BV, Bojesen SE, Nielsen DL, Szallasi Z, Johansen JS.",Cancers (Basel). 2022 Jul 1;14(13):3250. doi: 10.3390/cancers14133250.,Lindgaard SC,Cancers (Basel),2022,2022/07/09,PMC9264968,,10.3390/cancers14133250
35920895,Predicting the acute-phase response fever risk in bisphosphonate-naive osteoporotic patients receiving their first dose of zoledronate,"Lu K, Shi Q, Gong YQ, Shao JW, Li C.",Osteoporos Int. 2022 Nov;33(11):2381-2396. doi: 10.1007/s00198-022-06493-w. Epub 2022 Aug 3.,Lu K,Osteoporos Int,2022,2022/08/03,,,10.1007/s00198-022-06493-w
37760748,Predicting Extended-Spectrum Beta-Lactamase and Carbapenem Resistance in Enterobacteriaceae Bacteremia: A Diagnostic Model Systematic Review and Meta-Analysis,"Timbrook TT, Fowler MJ.",Antibiotics (Basel). 2023 Sep 17;12(9):1452. doi: 10.3390/antibiotics12091452.,Timbrook TT,Antibiotics (Basel),2023,2023/09/28,PMC10525851,,10.3390/antibiotics12091452
28207508,Concussion/mild traumatic brain injury-related chronic pain in males and females: A diagnostic modelling study,"Mollayeva T, Cassidy JD, Shapiro CM, Mollayeva S, Colantonio A.",Medicine (Baltimore). 2017 Feb;96(7):e5917. doi: 10.1097/MD.0000000000005917.,Mollayeva T,Medicine (Baltimore),2017,2017/02/17,PMC5319497,,10.1097/MD.0000000000005917
29916860,The LAS VEGAS risk score for prediction of postoperative pulmonary complications: An observational study,"Neto AS, da Costa LGV, Hemmes SNT, Canet J, Hedenstierna G, Jaber S, Hiesmayr M, Hollmann MW, Mills GH, Vidal Melo MF, Pearse R, Putensen C, Schmid W, Severgnini P, Wrigge H, Gama de Abreu M, Pelosi P, Schultz MJ; LAS VEGAS.",Eur J Anaesthesiol. 2018 Sep;35(9):691-701. doi: 10.1097/EJA.0000000000000845.,Neto AS,Eur J Anaesthesiol,2018,2018/06/20,PMC7450515,NIHMS1592325,10.1097/EJA.0000000000000845
26220241,Predictive Factors for Insufficient Weight Loss After Bariatric Surgery: Does Obstructive Sleep Apnea Influence Weight Loss?,"de Raaff CA, Coblijn UK, de Vries N, Heymans MW, van den Berg BT, van Tets WF, van Wagensveld BA.",Obes Surg. 2016 May;26(5):1048-56. doi: 10.1007/s11695-015-1830-4.,de Raaff CA,Obes Surg,2016,2015/07/30,,,10.1007/s11695-015-1830-4
36245996,Predictors of Nonseroconversion to SARS-CoV-2 Vaccination in Kidney Transplant Recipients,"Frölke SC, Bouwmans P, Messchendorp AL, Geerlings SE, Hemmelder MH, Gansevoort RT, Hilbrands LB, Reinders MEJ, Sanders JF, Bemelman FJ, Peters-Sengers H.",Transplant Direct. 2022 Oct 7;8(11):e1397. doi: 10.1097/TXD.0000000000001397. eCollection 2022 Nov.,Frölke SC,Transplant Direct,2022,2022/10/17,PMC9553374,,10.1097/TXD.0000000000001397
38287435,Development and validation of a nomogram for predicting in-hospital mortality of patients with cervical spine fractures without spinal cord injury,"Xing Z, Cai L, Wu Y, Shen P, Fu X, Xu Y, Wang J.",Eur J Med Res. 2024 Jan 29;29(1):80. doi: 10.1186/s40001-024-01655-4.,Xing Z,Eur J Med Res,2024,2024/01/30,PMC10823604,,10.1186/s40001-024-01655-4
33090707,Development of a model to predict vestibular schwannoma growth: An opportunity to introduce new wait and scan strategies,"Hentschel MA, Hannink G, Steens SCA, Mulder JJS, Rovers MM, Kunst HPM.",Clin Otolaryngol. 2021 Jan;46(1):273-283. doi: 10.1111/coa.13661. Epub 2020 Nov 6.,Hentschel MA,Clin Otolaryngol,2021,2020/10/22,PMC7821120,,10.1111/coa.13661
36140646,Developing a Simple Score for Diagnosis of Acute Cholecystitis at the Emergency Department,"Faikhongngoen S, Chenthanakij B, Wittayachamnankul B, Phinyo P, Wongtanasarasin W.",Diagnostics (Basel). 2022 Sep 17;12(9):2246. doi: 10.3390/diagnostics12092246.,Faikhongngoen S,Diagnostics (Basel),2022,2022/09/23,PMC9497808,,10.3390/diagnostics12092246
31898528,Persistent osteoarticular pain in children: early clinical and laboratory findings suggestive of acute lymphoblastic leukemia (a multicenter case-control study of 147 patients),"Louvigné M, Rakotonjanahary J, Goumy L, Tavenard A, Brasme JF, Rialland F, Baruchel A, Auclerc MF, Despert V, Desgranges M, Jean S, Faye A, Meinzer U, Lorrot M, Job-Deslandre C, Bader-Meunier B, Gandemer V, Pellier I; GOCE Group.",Pediatr Rheumatol Online J. 2020 Jan 2;18(1):1. doi: 10.1186/s12969-019-0376-8.,Louvigné M,Pediatr Rheumatol Online J,2020,2020/01/04,PMC6941319,,10.1186/s12969-019-0376-8
40216893,Predicting metabolic dysfunction associated steatotic liver disease using explainable machine learning methods,"Yu Y, Yang Y, Li Q, Yuan J, Zha Y.",Sci Rep. 2025 Apr 11;15(1):12382. doi: 10.1038/s41598-025-96478-6.,Yu Y,Sci Rep,2025,2025/04/11,PMC11992218,,10.1038/s41598-025-96478-6
36355188,Development and external validation of multivariable risk models to predict incident and resolved neuropathic pain: a DOLORisk Dundee study,"Hébert HL, Veluchamy A, Baskozos G, Fardo F, Van Ryckeghem D, Pearson ER, Colvin LA, Crombez G, Bennett DLH, Meng W, Palmer CNA, Smith BH.",J Neurol. 2023 Feb;270(2):1076-1094. doi: 10.1007/s00415-022-11478-0. Epub 2022 Nov 10.,Hébert HL,J Neurol,2023,2022/11/10,PMC9886655,,10.1007/s00415-022-11478-0
36884219,Lung Function Decline in Cystic Fibrosis: Impact of Data Availability and Modeling Strategies on Clinical Interpretations,"Szczesniak R, Andrinopoulou ER, Su W, Afonso PM, Burgel PR, Cromwell E, Gecili E, Ghulam E, Goss CH, Mayer-Hamblett N, Keogh RH, Liou TG, Marshall B, Morgan WJ, Ostrenga JS, Pasta DJ, Stanojevic S, Wainwright C, Zhou GC, Fernandez G, Fink AK, Schechter MS.",Ann Am Thorac Soc. 2023 Jul;20(7):958-968. doi: 10.1513/AnnalsATS.202209-829OC.,Szczesniak R,Ann Am Thorac Soc,2023,2023/03/08,PMC12039954,,10.1513/AnnalsATS.202209-829OC
36242784,Clinical predictors of antipsychotic treatment resistance: Development and internal validation of a prognostic prediction model by the STRATA-G consortium,"Smart SE, Agbedjro D, Pardiñas AF, Ajnakina O, Alameda L, Andreassen OA, Barnes TRE, Berardi D, Camporesi S, Cleusix M, Conus P, Crespo-Facorro B, D'Andrea G, Demjaha A, Di Forti M, Do K, Doody G, Eap CB, Ferchiou A, Guidi L, Homman L, Jenni R, Joyce E, Kassoumeri L, Lastrina O, Melle I, Morgan C, O'Neill FA, Pignon B, Restellini R, Richard JR, Simonsen C, Španiel F, Szöke A, Tarricone I, Tortelli A, Üçok A, Vázquez-Bourgon J, Murray RM, Walters JTR, Stahl D, MacCabe JH.",Schizophr Res. 2022 Dec;250:1-9. doi: 10.1016/j.schres.2022.09.009. Epub 2022 Oct 12.,Smart SE,Schizophr Res,2022,2022/10/15,PMC9834064,,10.1016/j.schres.2022.09.009
34997924,External validation of prognostic models for chronic kidney disease among type 2 diabetes,"Saputro SA, Pattanateepapon A, Pattanaprateep O, Aekplakorn W, McKay GJ, Attia J, Thakkinstian A.",J Nephrol. 2022 Jul;35(6):1637-1653. doi: 10.1007/s40620-021-01220-w. Epub 2022 Jan 8.,Saputro SA,J Nephrol,2022,2022/01/08,PMC9300508,,10.1007/s40620-021-01220-w
35939114,Radiomics based on enhanced CT for differentiating between pulmonary tuberculosis and pulmonary adenocarcinoma presenting as solid nodules or masses,"Zhao W, Xiong Z, Jiang Y, Wang K, Zhao M, Lu X, Liu A, Qin D, Li Z.",J Cancer Res Clin Oncol. 2023 Jul;149(7):3395-3408. doi: 10.1007/s00432-022-04256-y. Epub 2022 Aug 8.,Zhao W,J Cancer Res Clin Oncol,2023,2022/08/08,PMC11797138,,10.1007/s00432-022-04256-y
39163277,Comparison of machine-learning and logistic regression models for prediction of 30-day unplanned readmission in electronic health records: A development and validation study,"Iwagami M, Inokuchi R, Kawakami E, Yamada T, Goto A, Kuno T, Hashimoto Y, Michihata N, Goto T, Shinozaki T, Sun Y, Taniguchi Y, Komiyama J, Uda K, Abe T, Tamiya N.",PLOS Digit Health. 2024 Aug 20;3(8):e0000578. doi: 10.1371/journal.pdig.0000578. eCollection 2024 Aug.,Iwagami M,PLOS Digit Health,2024,2024/08/20,PMC11335098,,10.1371/journal.pdig.0000578
36848022,Developing supervised machine learning algorithms to evaluate the therapeutic effect and laboratory-related adverse events of cyclosporine and tacrolimus in renal transplants,"Sridharan K, Shah S.",Int J Clin Pharm. 2023 Jun;45(3):659-668. doi: 10.1007/s11096-023-01545-5. Epub 2023 Feb 27.,Sridharan K,Int J Clin Pharm,2023,2023/02/27,,,10.1007/s11096-023-01545-5
36862411,Assessment of Natural Language Processing of Electronic Health Records to Measure Goals-of-Care Discussions as a Clinical Trial Outcome,"Lee RY, Kross EK, Torrence J, Li KS, Sibley J, Cohen T, Lober WB, Engelberg RA, Curtis JR.",JAMA Netw Open. 2023 Mar 1;6(3):e231204. doi: 10.1001/jamanetworkopen.2023.1204.,Lee RY,JAMA Netw Open,2023,2023/03/02,PMC9982698,,10.1001/jamanetworkopen.2023.1204
35908013,"To clarify the safety profile of paracetamol for home-care patients with COVID-19: a real-world cohort study, with nested case-control analysis, in primary care","Lapi F, Marconi E, Grattagliano I, Rossi A, Fornasari D, Magni A, Lora Aprile P, Cricelli C.",Intern Emerg Med. 2022 Nov;17(8):2237-2244. doi: 10.1007/s11739-022-03054-1. Epub 2022 Jul 30.,Lapi F,Intern Emerg Med,2022,2022/07/30,PMC9362076,,10.1007/s11739-022-03054-1
36608030,Development and validation of a clinical rule for the diagnosis of chikungunya fever in a dengue-endemic area,"Batista RP, Hökerberg YHM, de Oliveira RVC, Lambert Passos SR.",PLoS One. 2023 Jan 6;18(1):e0279970. doi: 10.1371/journal.pone.0279970. eCollection 2023.,Batista RP,PLoS One,2023,2023/01/06,PMC9821784,,10.1371/journal.pone.0279970
32576712,"ADL-dependency, D-Dimers, LDH and absence of anticoagulation are independently associated with one-month mortality in older inpatients with Covid-19","Bousquet G, Falgarone G, Deutsch D, Derolez S, Lopez-Sublet M, Goudot FX, Amari K, Uzunhan Y, Bouchaud O, Pamoukdjian F.",Aging (Albany NY). 2020 Jun 23;12(12):11306-11313. doi: 10.18632/aging.103583. Epub 2020 Jun 23.,Bousquet G,Aging (Albany NY),2020,2020/06/25,PMC7343508,,10.18632/aging.103583
36829188,There is no such thing as a validated prediction model,"Van Calster B, Steyerberg EW, Wynants L, van Smeden M.",BMC Med. 2023 Feb 24;21(1):70. doi: 10.1186/s12916-023-02779-w.,Van Calster B,BMC Med,2023,2023/02/24,PMC9951847,,10.1186/s12916-023-02779-w
31005587,The effect of fractional inspired oxygen concentration on early warning score performance: A database analysis,"Malycha J, Farajidavar N, Pimentel MAF, Redfern O, Clifton DA, Tarassenko L, Meredith P, Prytherch D, Ludbrook G, Young JD, Watkinson PJ.",Resuscitation. 2019 Jun;139:192-199. doi: 10.1016/j.resuscitation.2019.04.002. Epub 2019 Apr 18.,Malycha J,Resuscitation,2019,2019/04/22,PMC6547016,,10.1016/j.resuscitation.2019.04.002
37330672,To predict the risk of chronic kidney disease (CKD) using Generalized Additive2 Models (GA2M),"Lapi F, Nuti L, Marconi E, Medea G, Cricelli I, Papi M, Gorini M, Fiorani M, Piccinocchi G, Cricelli C.",J Am Med Inform Assoc. 2023 Aug 18;30(9):1494-1502. doi: 10.1093/jamia/ocad097.,Lapi F,J Am Med Inform Assoc,2023,2023/06/18,PMC10436146,,10.1093/jamia/ocad097
26452471,Modeling community integration in workers with delayed recovery from mild traumatic brain injury,"Mollayeva T, Shapiro CM, Mollayeva S, Cassidy JD, Colantonio A.",BMC Neurol. 2015 Oct 9;15:194. doi: 10.1186/s12883-015-0432-z.,Mollayeva T,BMC Neurol,2015,2015/10/11,PMC4600293,,10.1186/s12883-015-0432-z
33319199,The Kidney Failure Risk Equation for Prediction of Allograft Loss in Kidney Transplant Recipients,"Chu CD, Ku E, Fallahzadeh MK, McCulloch CE, Tuot DS.",Kidney Med. 2020 Oct 28;2(6):753-761.e1. doi: 10.1016/j.xkme.2020.09.004. eCollection 2020 Nov-Dec.,Chu CD,Kidney Med,2020,2020/12/15,PMC7729246,,10.1016/j.xkme.2020.09.004
