PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36816532","IBM WATSON Trauma Pathway Explorer© as a Predictor for Sepsis after Polytrauma - Is Procalcitonin Useful for Identifying Septic Polytrauma Patients?","Niggli C, Vetter P, Hambrecht J, Niggli P, Vomela J, Chaloupka R, Pape HC, Mica L.","J Surg Res (Houst). 2022;5(4):637-644. doi: 10.26502/jsr.10020272. Epub 2022 Dec 19.","Niggli C","J Surg Res (Houst)","2022","2023/02/23","PMC9937584","NIHMS1870104","10.26502/jsr.10020272"
"36817981","Predictors for late genitourinary toxicity in men receiving radiotherapy for high-risk prostate cancer using planned and accumulated dose","Li Kuan Ong A, Knight K, Panettieri V, Dimmock M, Kit Loong Tuan J, Qi Tan H, Wright C.","Phys Imaging Radiat Oncol. 2023 Feb 2;25:100421. doi: 10.1016/j.phro.2023.100421. eCollection 2023 Jan.","Li Kuan Ong A","Phys Imaging Radiat Oncol","2023","2023/02/23","PMC9932727","","10.1016/j.phro.2023.100421"
"36696387","External validation of VO2max prediction models based on recreational and elite endurance athletes","Wiecha S, Kasiak PS, Cieśliński I, Takken T, Palka T, Knechtle B, Nikolaidis PΤ, Małek ŁA, Postuła M, Mamcarz A, Śliż D.","PLoS One. 2023 Jan 25;18(1):e0280897. doi: 10.1371/journal.pone.0280897. eCollection 2023.","Wiecha S","PLoS One","2023","2023/01/25","PMC9876283","","10.1371/journal.pone.0280897"
"35300145","Integrated Analysis of miRNA and mRNA Expression Profiles Reveals the Molecular Mechanism of Posttraumatic Stress Disorder and Therapeutic Drugs","Gan C, Jin Z, Hu G, Li Z, Yan M.","Int J Gen Med. 2022 Mar 8;15:2669-2680. doi: 10.2147/IJGM.S334877. eCollection 2022.","Gan C","Int J Gen Med","2022","2022/03/18","PMC8922041","","10.2147/IJGM.S334877"
"35546919","Predicting Violent Reoffending in Individuals Released From Prison in a Lower-Middle-Income Country: A Validation of OxRec in Tajikistan","Beaudry G, Yu R, Alaei A, Alaei K, Fazel S.","Front Psychiatry. 2022 Apr 25;13:805141. doi: 10.3389/fpsyt.2022.805141. eCollection 2022.","Beaudry G","Front Psychiatry","2022","2022/05/13","PMC9082534","","10.3389/fpsyt.2022.805141"
"36721408","Generalizability of Machine Learning Models: Quantitative Evaluation of Three Methodological Pitfalls","Maleki F, Ovens K, Gupta R, Reinhold C, Spatz A, Forghani R.","Radiol Artif Intell. 2022 Nov 16;5(1):e220028. doi: 10.1148/ryai.220028. eCollection 2023 Jan.","Maleki F","Radiol Artif Intell","2022","2023/02/01","PMC9885377","","10.1148/ryai.220028"
"37632077","Clinical Validity of a Machine Learning Decision Support System for Early Detection of Hepatitis B Virus: A Binational External Validation Study","Ajuwon BI, Richardson A, Roper K, Lidbury BA.","Viruses. 2023 Aug 14;15(8):1735. doi: 10.3390/v15081735.","Ajuwon BI","Viruses","2023","2023/08/26","PMC10458613","","10.3390/v15081735"
"37498208","Stoma-free Survival After Rectal Cancer Resection With Anastomotic Leakage: Development and Validation of a Prediction Model in a Large International Cohort","Greijdanus NG, Wienholts K, Ubels S, Talboom K, Hannink G, Wolthuis A, de Lacy FB, Lefevre JH, Solomon M, Frasson M, Rotholtz N, Denost Q, Perez RO, Konishi T, Panis Y, Rutegård M, Hompes R, Rosman C, van Workum F, Tanis PJ, de Wilt JHW; TENTACLE-Rectum Collaborative Group.","Ann Surg. 2023 Nov 1;278(5):772-780. doi: 10.1097/SLA.0000000000006043. Epub 2023 Jul 27.","Greijdanus NG","Ann Surg","2023","2023/07/27","PMC10549897","","10.1097/SLA.0000000000006043"
"38686337","Explainable machine learning for predicting conversion to neurological disease: Results from 52,939 medical records","Felix C, Johnston JD, Owen K, Shirima E, Hinds SR 2nd, Mandl KD, Milinovich A, Alberts JL.","Digit Health. 2024 Apr 28;10:20552076241249286. doi: 10.1177/20552076241249286. eCollection 2024 Jan-Dec.","Felix C","Digit Health","2024","2024/04/30","PMC11057348","","10.1177/20552076241249286"
"37342078","A Machine Learning Approach for the Prediction of Testicular Sperm Extraction in Nonobstructive Azoospermia: Algorithm Development and Validation Study","Bachelot G, Dhombres F, Sermondade N, Haj Hamid R, Berthaut I, Frydman V, Prades M, Kolanska K, Selleret L, Mathieu-D'Argent E, Rivet-Danon D, Levy R, Lamazière A, Dupont C.","J Med Internet Res. 2023 Jun 21;25:e44047. doi: 10.2196/44047.","Bachelot G","J Med Internet Res","2023","2023/06/21","PMC10337455","","10.2196/44047"
"34307915","Machine learning applications in radiation oncology","Field M, Hardcastle N, Jameson M, Aherne N, Holloway L.","Phys Imaging Radiat Oncol. 2021 Jun 24;19:13-24. doi: 10.1016/j.phro.2021.05.007. eCollection 2021 Jul.","Field M","Phys Imaging Radiat Oncol","2021","2021/07/26","PMC8295850","","10.1016/j.phro.2021.05.007"
"37051847","Development of machine-learning algorithms for 90-day and one-year mortality prediction in the elderly with femoral neck fractures based on the HEALTH and FAITH trials","Dijkstra H, Oosterhoff JHF, van de Kuit A, IJpma FFA, Schwab JH, Poolman RW, Sprague S, Bzovsky S, Bhandari M, Swiontkowski M, Schemitsch EH, Doornberg JN, Hendrickx LAM; Machine Learning Consortium; HEALTH Investigators; and the FAITH Investigators.","Bone Jt Open. 2023 Mar 14;4(3):168-181. doi: 10.1302/2633-1462.43.BJO-2022-0162.R1.","Dijkstra H","Bone Jt Open","2023","2023/04/13","PMC10032237","","10.1302/2633-1462.43.BJO-2022-0162.R1"
"34439336","Developing an Agnostic Risk Prediction Model for Early AKI Detection in Cancer Patients","Scanlon LA, O'Hara C, Garbett A, Barker-Hewitt M, Barriuso J.","Cancers (Basel). 2021 Aug 20;13(16):4182. doi: 10.3390/cancers13164182.","Scanlon LA","Cancers (Basel)","2021","2021/08/27","PMC8393922","","10.3390/cancers13164182"
"29096402","Risk-adjusted colorectal cancer screening using the FIT and routine screening data: development of a risk prediction model","Cooper JA, Parsons N, Stinton C, Mathews C, Smith S, Halloran SP, Moss S, Taylor-Phillips S.","Br J Cancer. 2018 Jan;118(2):285-293. doi: 10.1038/bjc.2017.375. Epub 2017 Nov 2.","Cooper JA","Br J Cancer","2018","2017/11/03","PMC5785737","","10.1038/bjc.2017.375"
"38688690","Computable phenotype for real-world, data-driven retrospective identification of relapse in ANCA-associated vasculitis","Scott J, White A, Walsh C, Aslett L, Rutherford MA, Ng J, Judge C, Sebastian K, O'Brien S, Kelleher J, Power J, Conlon N, Moran SM, Luqmani RA, Merkel PA, Tesar V, Hruskova Z, Little MA.","RMD Open. 2024 Apr 30;10(2):e003962. doi: 10.1136/rmdopen-2023-003962.","Scott J","RMD Open","2024","2024/04/30","PMC11086371","","10.1136/rmdopen-2023-003962"
"39661652","Evaluating Large Language Models in extracting cognitive exam dates and scores","Zhang H, Jethani N, Jones S, Genes N, Major VJ, Jaffe IS, Cardillo AB, Heilenbach N, Ali NF, Bonanni LJ, Clayburn AJ, Khera Z, Sadler EC, Prasad J, Schlacter J, Liu K, Silva B, Montgomery S, Kim EJ, Lester J, Hill TM, Avoricani A, Chervonski E, Davydov J, Small W, Chakravartty E, Grover H, Dodson JA, Brody AA, Aphinyanaphongs Y, Masurkar A, Razavian N.","PLOS Digit Health. 2024 Dec 11;3(12):e0000685. doi: 10.1371/journal.pdig.0000685. eCollection 2024 Dec.","Zhang H","PLOS Digit Health","2024","2024/12/11","PMC11634005","","10.1371/journal.pdig.0000685"
"39959899","Machine Learning for Individualized Risk Estimation in Anterior Lumbar Interbody Fusion","Karabacak M, Jagtiani P, Schupper AJ, Carr MT, Steinberger J, Margetis K.","Neurosurg Pract. 2024 Jun 27;5(3):e00099. doi: 10.1227/neuprac.0000000000000099. eCollection 2024 Sep.","Karabacak M","Neurosurg Pract","2024","2025/02/17","PMC11783634","","10.1227/neuprac.0000000000000099"
"40100283","Mastering CT-based radiomic research in lung cancer: a practical guide from study design to critical appraisal","Horne A, Abravan A, Fornacon-Wood I, O'Connor JPB, Price G, McWilliam A, Faivre-Finn C.","Br J Radiol. 2025 May 1;98(1169):653-668. doi: 10.1093/bjr/tqaf051.","Horne A","Br J Radiol","2025","2025/03/18","PMC12012345","","10.1093/bjr/tqaf051"
"39626349","Development and validation of predictive models of early immune effector cell-associated hematotoxicity","Liang EC, Huang JJ, Portuguese AJ, Ortiz-Maldonado V, Albittar A, Wuliji N, Basom R, Jeon Y, Wu Q, Torkelson A, Kirchmeier D, Chutnik A, Pender B, Sorror M, Hill JA, Kopmar NE, Banerjee R, Cowan AJ, Green D, Gopal AK, Poh C, Shadman M, Hirayama AV, Till BG, Kimble EL, Iovino L, Chapuis AG, Otegbeye F, Cassaday RD, Milano F, Turtle CJ, Maloney DG, Gauthier J.","Blood Adv. 2025 Feb 11;9(3):606-616. doi: 10.1182/bloodadvances.2024014455.","Liang EC","Blood Adv","2025","2024/12/03","PMC11847049","","10.1182/bloodadvances.2024014455"
"39957415","Dynamic Prediction of the Risk of Hepatocellular Carcinoma After DAA Treatment for Hepatitis C Patients","Ma X, Huang L, Yu M, Dong R, Wang Y, Chen H, Yu R, Huang P, Wang J.","Cancer Control. 2025 Jan-Dec;32:10732748251316609. doi: 10.1177/10732748251316609.","Ma X","Cancer Control","2025","2025/02/17","PMC11831632","","10.1177/10732748251316609"
"40045567","Developing A Model to Predict Major Bleeding Among Hospitalized Patients Undergoing Therapeutic Plasma Exchange","Soares Ferreira Junior A, Lessa MPM, Sanborn K, Gordee A, Kuchibhatla M, Karafin MS, Onwuemene OA.","J Clin Apher. 2025 Apr;40(2):e70013. doi: 10.1002/jca.70013.","Soares Ferreira Junior A","J Clin Apher","2025","2025/03/06","PMC11893082","NIHMS2060998","10.1002/jca.70013"
"40108402","Stroma and lymphocytes identified by deep learning are independent predictors for survival in pancreatic cancer","Tan X, Rosin M, Appinger S, Deierl JC, Reichel K, Coolsen M, Valkenburg-van Iersel L, de Vos-Geelen J, de Jong EJM, Bednarsch J, Grootkoerkamp B, Doukas M, van Eijck C, Luedde T, Dahl E, Kather JN, Sivakumar S, Knoefel WT, Wiltberger G, Neumann UP, Heij LR.","Sci Rep. 2025 Mar 19;15(1):9415. doi: 10.1038/s41598-025-94362-x.","Tan X","Sci Rep","2025","2025/03/20","PMC11923104","","10.1038/s41598-025-94362-x"
"39957244","Validation of a clinical prediction model for falls in community-dwelling older adults with COPD: A preliminary analysis","Nguyen KT, Ellerton C, Wald J, Raghavan N, Macedo LG, Brooks D, Goldstein R, Beauchamp MK.","Chron Respir Dis. 2025 Jan-Dec;22:14799731251321494. doi: 10.1177/14799731251321494.","Nguyen KT","Chron Respir Dis","2025","2025/02/17","PMC11831686","","10.1177/14799731251321494"
"36769585","Machine Learning in Dentistry: A Scoping Review","Arsiwala-Scheppach LT, Chaurasia A, Müller A, Krois J, Schwendicke F.","J Clin Med. 2023 Jan 25;12(3):937. doi: 10.3390/jcm12030937.","Arsiwala-Scheppach LT","J Clin Med","2023","2023/02/11","PMC9918184","","10.3390/jcm12030937"
"36864572","Development of a prediction model for the acquisition of extended spectrum beta-lactam-resistant organisms in U.S. international travellers","Brown DG, Worby CJ, Pender MA, Brintz BJ, Ryan ET, Sridhar S, Oliver E, Harris JB, Turbett SE, Rao SR, Earl AM, LaRocque RC, Leung DT.","J Travel Med. 2023 Oct 31;30(6):taad028. doi: 10.1093/jtm/taad028.","Brown DG","J Travel Med","2023","2023/03/02","PMC10628771","","10.1093/jtm/taad028"
"38128701","Development and validation of the Baseline Recurrence Risk in Cellulitis (BRRISC) score","L A Cross E, Quan TP, Hayward GN, Walker AS, Llewelyn MJ.","J Infect. 2024 Feb;88(2):103-111. doi: 10.1016/j.jinf.2023.12.007. Epub 2023 Dec 20.","L A Cross E","J Infect","2024","2023/12/21","PMC11832457","","10.1016/j.jinf.2023.12.007"
"40572781","The Association Between Uterine Artery Pulsatility Index at Mid-Gestation and the Method of Conception: A Cohort Study","Siargkas A, Tsakiridis I, Kappou D, Mamopoulos A, Papastefanou I, Dagklis T.","Medicina (Kaunas). 2025 Jun 16;61(6):1093. doi: 10.3390/medicina61061093.","Siargkas A","Medicina (Kaunas)","2025","2025/06/27","PMC12195363","","10.3390/medicina61061093"
"40610576","Explainable artificial intelligence for predicting medical students' performance in comprehensive assessments","Mastour H, Dehghani T, Moradi E, Eslami S.","Sci Rep. 2025 Jul 3;15(1):23752. doi: 10.1038/s41598-025-07460-1.","Mastour H","Sci Rep","2025","2025/07/03","PMC12229488","","10.1038/s41598-025-07460-1"
"40359509","Prescriptive Predictors of Mindfulness Ecological Momentary Intervention for Social Anxiety Disorder: Machine Learning Analysis of Randomized Controlled Trial Data","Zainal NH, Tan HH, Hong RYS, Newman MG.","JMIR Ment Health. 2025 May 13;12:e67210. doi: 10.2196/67210.","Zainal NH","JMIR Ment Health","2025","2025/05/13","PMC12117280","","10.2196/67210"
"39325974","EASIX and m-EASIX predict CRS and ICANS in pediatric and AYA patients after CD19-CAR T-cell therapy","Zandaki D, Selukar S, Bi Y, Li Y, Zinsky M, Bonifant CL, Epperly R, Keerthi D, Triplett BM, Gottschalk S, Naik S, Talleur AC.","Blood Adv. 2025 Jan 28;9(2):270-279. doi: 10.1182/bloodadvances.2024014027.","Zandaki D","Blood Adv","2025","2024/09/26","PMC11782822","","10.1182/bloodadvances.2024014027"
"36153018","Development of the OPAL prediction model for prediction of live birth in couples with recurrent pregnancy loss: protocol for a prospective and retrospective cohort study in the Netherlands","Youssef A, van der Hoorn ML, van Eekelen R, van Geloven N, van Wely M, Smits MAJ, Mulders A, van Lith JM, Goddijn M, Lashley E.","BMJ Open. 2022 Sep 23;12(9):e062402. doi: 10.1136/bmjopen-2022-062402.","Youssef A","BMJ Open","2022","2022/09/24","PMC9511582","","10.1136/bmjopen-2022-062402"
"39227063","Developing clinical prediction models: a step-by-step guide","Efthimiou O, Seo M, Chalkou K, Debray T, Egger M, Salanti G.","BMJ. 2024 Sep 3;386:e078276. doi: 10.1136/bmj-2023-078276.","Efthimiou O","BMJ","2024","2024/09/03","PMC11369751","","10.1136/bmj-2023-078276"
"38927725","Reverse Phenotyping after Whole-Exome Sequencing in Children with Developmental Delay/Intellectual Disability-An Exception or a Necessity?","Ilic N, Maric N, Maver A, Armengol L, Kravljanac R, Cirkovic J, Krstic J, Radivojevic D, Cirkovic S, Ostojic S, Krasic S, Paripovic A, Vukomanovic V, Peterlin B, Maric G, Sarajlija A.","Genes (Basel). 2024 Jun 15;15(6):789. doi: 10.3390/genes15060789.","Ilic N","Genes (Basel)","2024","2024/06/27","PMC11203244","","10.3390/genes15060789"
"37968001","Developing and externally validating a machine learning risk prediction model for 30-day mortality after stroke using national stroke registers in the UK and Sweden","Wang W, Otieno JA, Eriksson M, Wolfe CD, Curcin V, Bray BD.","BMJ Open. 2023 Nov 15;13(11):e069811. doi: 10.1136/bmjopen-2022-069811.","Wang W","BMJ Open","2023","2023/11/15","PMC10660948","","10.1136/bmjopen-2022-069811"
"36071926","Identifying clinically applicable machine learning algorithms for glioma segmentation: recent advances and discoveries","Tillmanns N, Lum AE, Cassinelli G, Merkaj S, Verma T, Zeevi T, Staib L, Subramanian H, Bahar RC, Brim W, Lost J, Jekel L, Brackett A, Payabvash S, Ikuta I, Lin M, Bousabarah K, Johnson MH, Cui J, Malhotra A, Omuro A, Turowski B, Aboian MS.","Neurooncol Adv. 2022 Jun 14;4(1):vdac093. doi: 10.1093/noajnl/vdac093. eCollection 2022 Jan-Dec.","Tillmanns N","Neurooncol Adv","2022","2022/09/08","PMC9446682","","10.1093/noajnl/vdac093"
"34012578","Dynamic nomogram for long-term survival in patients with non-small cell lung cancer after pneumonectomy","Wang ZM, Swierzy M, Balke D, Nachira D, González-Rivas D, Badakhshi H, Ismail M.","J Thorac Dis. 2021 Apr;13(4):2276-2287. doi: 10.21037/jtd-20-3203.","Wang ZM","J Thorac Dis","2021","2021/05/20","PMC8107554","","10.21037/jtd-20-3203"
"34012649","Preoperative nomogram to predict survival following colorectal cancer liver metastasis simultaneous resection","Meng Q, Zheng N, Wen R, Sui J, Zhang W.","J Gastrointest Oncol. 2021 Apr;12(2):556-567. doi: 10.21037/jgo-20-329.","Meng Q","J Gastrointest Oncol","2021","2021/05/20","PMC8107626","","10.21037/jgo-20-329"
"32740477","Does Artificial Intelligence Outperform Natural Intelligence in Interpreting Musculoskeletal Radiological Studies? A Systematic Review","Groot OQ, Bongers MER, Ogink PT, Senders JT, Karhade AV, Bramer JAM, Verlaan JJ, Schwab JH.","Clin Orthop Relat Res. 2020 Dec;478(12):2751-2764. doi: 10.1097/CORR.0000000000001360.","Groot OQ","Clin Orthop Relat Res","2020","2020/08/03","PMC7899420","","10.1097/CORR.0000000000001360"
"38963568","Outcomes of Patients Living with HIV Hospitalized due to COVID-19: A 3-Year Nationwide Study (2020-2022)","Garcia-Carretero R, Vazquez-Gomez O, Rodriguez-Maya B, Gil-Prieto R, Gil-de-Miguel A.","AIDS Behav. 2024 Sep;28(9):3093-3102. doi: 10.1007/s10461-024-04394-z. Epub 2024 Jul 4.","Garcia-Carretero R","AIDS Behav","2024","2024/07/04","PMC11390775","","10.1007/s10461-024-04394-z"
"38055477","Web App for prediction of hospitalisation in Intensive Care Unit by covid-19","Fabrizzio GC, Erdmann AL, Oliveira LM.","Rev Bras Enferm. 2023 Dec 4;76(6):e20220740. doi: 10.1590/0034-7167-2022-0740. eCollection 2023.","Fabrizzio GC","Rev Bras Enferm","2023","2023/12/06","PMC10695068","","10.1590/0034-7167-2022-0740"
"36686423","Predictive model for diabetic retinopathy under limited medical resources: A multicenter diagnostic study","Yang Y, Tan J, He Y, Huang H, Wang T, Gong J, Liu Y, Zhang Q, Xu X.","Front Endocrinol (Lausanne). 2023 Jan 5;13:1099302. doi: 10.3389/fendo.2022.1099302. eCollection 2022.","Yang Y","Front Endocrinol (Lausanne)","2023","2023/01/23","PMC9849672","","10.3389/fendo.2022.1099302"
"30272054","Intelligent Perioperative System: Towards Real-time Big Data Analytics in Surgery Risk Assessment","Feng Z, Bhat RR, Yuan X, Freeman D, Baslanti T, Bihorac A, Li X.","DASC PICom DataCom CyberSciTech 2017 (2017). 2017 Nov;2017:1254-1259. doi: 10.1109/DASC-PICom-DataCom-CyberSciTec.2017.201.","Feng Z","DASC PICom DataCom CyberSciTech 2017 (2017)","2017","2018/10/02","PMC6157906","NIHMS909350","10.1109/DASC-PICom-DataCom-CyberSciTec.2017.201"
"36576991","Machine Learning and Real-World Data to Predict Lung Cancer Risk in Routine Care","Chandran U, Reps J, Yang R, Vachani A, Maldonado F, Kalsekar I.","Cancer Epidemiol Biomarkers Prev. 2023 Mar 6;32(3):337-343. doi: 10.1158/1055-9965.EPI-22-0873.","Chandran U","Cancer Epidemiol Biomarkers Prev","2023","2022/12/28","PMC9986687","","10.1158/1055-9965.EPI-22-0873"
"36581962","Stockholm score of lesion detection on computed tomography following mild traumatic brain injury (SELECT-TBI): study protocol for a multicentre, retrospective, observational cohort study","Fletcher-Sandersjöö A, Tatter C, Yang L, Pontén E, Boman M, Lassarén P, Forsberg S, Grönlund I, Tidehag V, Rubenson-Wahlin R, Strömmer L, Westberg K, Ängeby K, Djärv T, Lundblad O, Bartek J Jr, Thelin EP.","BMJ Open. 2022 Sep 1;12(9):e060679. doi: 10.1136/bmjopen-2021-060679.","Fletcher-Sandersjöö A","BMJ Open","2022","2022/12/29","PMC9438191","","10.1136/bmjopen-2021-060679"
"37884599","Prognosis Individualized: Survival predictions for WHO grade II and III gliomas with a machine learning-based web application","Karabacak M, Jagtiani P, Carrasquilla A, Germano IM, Margetis K.","NPJ Digit Med. 2023 Oct 26;6(1):200. doi: 10.1038/s41746-023-00948-y.","Karabacak M","NPJ Digit Med","2023","2023/10/26","PMC10603035","","10.1038/s41746-023-00948-y"
"34831018","Radiomics Models for Predicting Microvascular Invasion in Hepatocellular Carcinoma: A Systematic Review and Radiomics Quality Score Assessment","Wang Q, Li C, Zhang J, Hu X, Fan Y, Ma K, Sparrelid E, Brismar TB.","Cancers (Basel). 2021 Nov 22;13(22):5864. doi: 10.3390/cancers13225864.","Wang Q","Cancers (Basel)","2021","2021/11/27","PMC8616379","","10.3390/cancers13225864"
"37522153","Validation of a Diagnostic Model to Differentiate Multiple Myeloma from Bone Metastasis","Phinyo P, Jarupanich N, Lumkul L, Phanphaisarn A, Poosiripinyo T, Sukpanichyingyong S, Thanindratarn P, Pornmeechai Y, Wisanuyotin T, Phimolsarnti R, Rattarittamrong E, Pruksakorn D.","Clin Epidemiol. 2023 Jul 24;15:881-890. doi: 10.2147/CLEP.S416028. eCollection 2023.","Phinyo P","Clin Epidemiol","2023","2023/07/31","PMC10377591","","10.2147/CLEP.S416028"
"37676491","Multisystem inflammatory syndrome in children (MIS-C) and sepsis differentiation by a clinical and analytical score: MISSEP score","Hernández-García M, Roldan-Berengue E, Guitart C, Girona-Alarcón M, Argüello G, Pino R, F de Sevilla M, García-García JJ, Jordan I.","Eur J Pediatr. 2023 Nov;182(11):5109-5118. doi: 10.1007/s00431-023-05168-w. Epub 2023 Sep 7.","Hernández-García M","Eur J Pediatr","2023","2023/09/07","PMC10640430","","10.1007/s00431-023-05168-w"
"38500236","Study protocol for the development and validation of a clinical prediction tool to estimate the risk of 1-year mortality among hospitalized patients with dementia","Bonares M, Fisher S, Quinn K, Wentlandt K, Tanuseputro P.","Diagn Progn Res. 2024 Mar 19;8(1):5. doi: 10.1186/s41512-024-00168-2.","Bonares M","Diagn Progn Res","2024","2024/03/19","PMC10949607","","10.1186/s41512-024-00168-2"
"38698358","Survival estimation of oral cancer using fuzzy deep learning","Somyanonthanakul R, Warin K, Chaowchuen S, Jinaporntham S, Panichkitkosolkul W, Suebnukarn S.","BMC Oral Health. 2024 May 2;24(1):519. doi: 10.1186/s12903-024-04279-6.","Somyanonthanakul R","BMC Oral Health","2024","2024/05/02","PMC11067185","","10.1186/s12903-024-04279-6"
"38912435","Data-driven prediction model for periodontal disease based on correlational feature analysis and clinical validation","Beak W, Park J, Ji S.","Heliyon. 2024 Jun 5;10(11):e32496. doi: 10.1016/j.heliyon.2024.e32496. eCollection 2024 Jun 15.","Beak W","Heliyon","2024","2024/06/24","PMC11193031","","10.1016/j.heliyon.2024.e32496"
"26449421","The importance of prediction model validation and assessment in obesity and nutrition research","Ivanescu AE, Li P, George B, Brown AW, Keith SW, Raju D, Allison DB.","Int J Obes (Lond). 2016 Jun;40(6):887-94. doi: 10.1038/ijo.2015.214. Epub 2015 Oct 9.","Ivanescu AE","Int J Obes (Lond)","2016","2015/10/10","PMC4826636","NIHMS727944","10.1038/ijo.2015.214"
"37434148","Using phenotypic data from the Electronic Health Record (EHR) to predict discharge","Bhatia MC, Wanderer JP, Li G, Ehrenfeld JM, Vasilevskis EE.","BMC Geriatr. 2023 Jul 11;23(1):424. doi: 10.1186/s12877-023-04147-y.","Bhatia MC","BMC Geriatr","2023","2023/07/11","PMC10334536","","10.1186/s12877-023-04147-y"
